Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
39219-KAR,Female,58,Yes,Karnataka,6,35,"Deal 3",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",25.3,676.35,0,0,139,815.6,Churned,Price,"Long distance charges"
17059-RAJ,Female,49,Yes,Rajasthan,9,32,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.25,864.2,0,0,1119,1983.38,Stayed,Other,Other
23294-TAM,Female,68,Yes,"Tamil Nadu",8,28,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",114.65,6049.5,0,0,616,6665.1,Stayed,Other,Other
47612-AND,Female,58,Yes,"Andhra Pradesh",10,35,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",105.1,1582.75,0,0,336,1918.6,Churned,Competitor,"Competitor made better offer"
14331-DEL,Female,46,Yes,Delhi,14,30,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.4,198.1,0,0,99,297.1,Stayed,Other,Other
76357-UTT,Female,46,No,"Uttar Pradesh",5,33,None,No,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.35,1098.85,0,0,0,1098.85,Stayed,Other,Other
77938-MAD,Female,19,No,"Madhya Pradesh",14,11,None,No,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",57.8,4039.3,1,0,0,4038.29,Stayed,Other,Other
81013-RAJ,Male,51,Yes,Rajasthan,3,29,"Deal 3",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",84.3,2438.6,0,130,742,3310.5,Stayed,Other,Other
17799-UTT,Male,21,No,"Uttar Pradesh",10,10,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",100.55,7113.75,17,0,2012,9108.9,Stayed,Other,Other
46189-MAH,Female,30,No,Maharashtra,13,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.8,576.65,0,0,294,870.95,Stayed,Other,Other
62148-JAM,Male,21,Yes,"Jammu & Kashmir",1,1,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.8,371.9,0,0,115,486.98,Churned,Competitor,"Competitor made better offer"
31049-TAM,Female,61,No,"Tamil Nadu",7,8,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.85,167.3,0,0,28,195.58,Churned,Competitor,"Competitor made better offer"
11340-JAM,Female,21,No,"Jammu & Kashmir",8,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",19.95,219.5,0,0,79,298.1,Stayed,Other,Other
41758-BIH,Male,70,No,Bihar,10,15,"Deal 5",Yes,No,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",75.35,273.4,0,0,146,419,Stayed,Other,Other
63633-KAR,Male,65,Yes,Karnataka,11,24,"Deal 2",No,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",48.8,2555.05,0,0,0,2555.05,Stayed,Other,Other
74023-JAM,Female,20,Yes,"Jammu & Kashmir",6,11,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",47.15,223.15,0,0,110,333.2,Churned,Competitor,"Competitor made better offer"
14575-MAH,Male,35,No,Maharashtra,14,1,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.15,165.5,0,0,23,188.46,Stayed,Other,Other
72939-GUJ,Male,35,No,Gujarat,4,32,"Deal 4",Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",59.55,1144.6,0,0,225,1369.75,Stayed,Other,Other
57115-BIH,Female,56,Yes,Bihar,6,18,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",69.65,4908.25,0,0,264,5171.77,Stayed,Other,Other
68244-TAM,Male,77,Yes,"Tamil Nadu",13,26,"Deal 2",No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,"One Year",No,"Bank Withdrawal",36.1,2298.9,0,0,0,2298.9,Stayed,Other,Other
22915-MAH,Female,41,Yes,Maharashtra,10,23,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",56.6,3789.2,0,0,0,3789.2,Stayed,Other,Other
32554-DEL,Male,28,No,Delhi,0,21,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.9,75.9,0,0,45,120.46,Churned,Competitor,"Competitor made better offer"
69435-MAD,Female,20,Yes,"Madhya Pradesh",4,6,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",79.2,4765,0,0,917,5682.4,Stayed,Other,Other
76712-AND,Female,42,No,"Andhra Pradesh",12,2,None,No,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Credit Card",45,2196.3,0,0,0,2196.3,Stayed,Other,Other
65631-RAJ,Female,50,No,Rajasthan,15,7,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",85.55,85.55,0,0,33,118.89,Churned,Other,Moved
86508-UTT,Male,50,No,"Uttar Pradesh",8,7,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.35,1444.65,0,0,734,2178.6,Churned,Competitor,"Competitor had better devices"
87360-MAH,Female,64,No,Maharashtra,4,9,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",109.65,5405.8,0,0,1729,7134.3,Stayed,Other,Other
46487-KAR,Female,20,No,Karnataka,3,1,"Deal 1",Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",89.7,6339.3,0,0,2430,8769.3,Stayed,Other,Other
38198-KER,Female,32,No,Kerala,9,26,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",84.25,3847.6,0,100,1990,5938.02,Stayed,Other,Other
75857-MAH,Female,38,No,Maharashtra,10,24,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",92.65,6733,0,0,2160,8893,Stayed,Other,Other
32391-BIH,Male,64,Yes,Bihar,13,29,"Deal 1",Yes,No,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",92.45,6140.85,0,0,172,6313.04,Stayed,Other,Other
12266-HAR,Female,46,No,Haryana,2,5,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",79.65,3870.3,0,0,429,4299.42,Stayed,Other,Other
97111-KAR,Female,21,Yes,Karnataka,12,12,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",109.9,7624.2,0,0,3018,10641.72,Stayed,Other,Other
83158-TAM,Male,65,Yes,"Tamil Nadu",1,32,"Deal 2",Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",81.4,4354.45,0,0,2150,6504.13,Stayed,Other,Other
67464-KAR,Female,40,No,Karnataka,13,15,"Deal 1",Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,"One Year",No,"Credit Card",50.55,3431.75,0,0,3142,6574.05,Stayed,Other,Other
81184-BIH,Male,60,No,Bihar,9,36,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.05,2227.1,0,0,472,2698.9,Churned,Competitor,"Competitor had better devices"
54671-PUN,Female,27,Yes,Punjab,6,22,"Deal 3",Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",62.45,2045.55,0,0,1065,3110.51,Stayed,Other,Other
73571-DEL,Male,77,No,Delhi,14,20,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.2,1929.35,0,0,190,2118.89,Churned,Attitude,"Attitude of support person"
73101-JAM,Male,21,Yes,"Jammu & Kashmir",4,3,"Deal 5",Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.65,181.5,0,0,81,262.36,Churned,Competitor,"Competitor made better offer"
84766-UTT,Female,53,No,"Uttar Pradesh",9,2,None,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",72.9,651.4,0,0,319,970.81,Churned,Competitor,"Competitor made better offer"
33497-HAR,Female,51,Yes,Haryana,14,1,"Deal 2",Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",70.5,3486.65,0,0,2225,5711.15,Stayed,Other,Other
95107-KER,Female,47,Yes,Kerala,11,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.1,1389.6,0,0,2203,3592.73,Stayed,Other,Other
57610-JAM,Female,79,No,"Jammu & Kashmir",2,24,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.9,2303.35,0,0,1515,3818.23,Churned,Attitude,"Attitude of support person"
71415-KER,Female,53,Yes,Kerala,1,23,"Deal 4",Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",100.7,1522.7,0,0,436,1959.02,Stayed,Other,Other
28330-GUJ,Female,40,No,Gujarat,0,30,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",105.65,6717.9,0,0,1192,7909.83,Stayed,Other,Other
43171-MAH,Male,41,No,Maharashtra,1,7,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",114.3,8058.55,0,0,1148,9206.23,Stayed,Other,Other
57568-KER,Female,39,No,Kerala,14,15,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.75,58.85,0,0,74,132.74,Churned,Attitude,"Attitude of support person"
12377-UTT,Female,18,No,"Uttar Pradesh",15,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",24.35,538.5,0,0,1104,1642.96,Stayed,Other,Other
63614-WES,Female,58,No,"West Bengal",3,23,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",69.85,5102.35,25,0,2043,7119.75,Stayed,Other,Other
78895-HAR,Male,24,Yes,Haryana,12,4,"Deal 5",No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",-3,465.7,0,0,0,465.7,Stayed,Other,Other
54667-TEL,Male,51,Yes,Telangana,11,33,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",54.4,475.1,0,0,12,487.58,Stayed,Other,Other
74887-UTT,Female,35,No,"Uttar Pradesh",12,10,"Deal 1",No,No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,"Two Year",No,"Bank Withdrawal",50.55,3364.55,0,110,0,3474.55,Stayed,Other,Other
78121-MAH,Male,33,Yes,Maharashtra,0,17,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",21.05,113.85,0,0,171,285.15,Churned,Attitude,"Attitude of support person"
99322-HAR,Female,34,Yes,Haryana,11,10,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.7,5036.3,0,0,2172,7208.47,Churned,Competitor,"Competitor had better devices"
44370-AND,Female,61,No,"Andhra Pradesh",12,15,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",19.95,1234.8,0,0,2417,3651.48,Stayed,Other,Other
89415-WES,Female,73,Yes,"West Bengal",3,23,"Deal 4",No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",29.3,355.9,0,0,0,355.9,Stayed,Other,Other
17308-HAR,Female,59,No,Haryana,10,12,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",54.75,1510.3,0,0,977,2487.43,Stayed,Other,Other
82027-UTT,Female,60,No,"Uttar Pradesh",15,25,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",60.55,1982.6,0,0,1568,3550.95,Stayed,Other,Other
82321-PUN,Female,35,Yes,Punjab,7,32,"Deal 2",Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.2,4524.05,0,0,234,4757.87,Stayed,Other,Other
84842-KER,Female,61,Yes,Kerala,9,20,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.45,95.45,0,0,6,101.04,Churned,Competitor,"Competitor had better devices"
59949-KAR,Female,39,Yes,Karnataka,7,10,"Deal 5",Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",63.95,318.1,0,0,70,387.9,Stayed,Other,Other
28452-UTT,Male,60,Yes,"Uttar Pradesh",8,34,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",65.35,1231.85,0,60,794,2085.86,Stayed,Other,Other
41986-CHH,Male,30,No,Chhattisgarh,11,30,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",50.2,2554,27,0,0,2526.99,Stayed,Other,Other
15658-RAJ,Female,56,No,Rajasthan,8,33,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",63.8,4684.3,0,0,0,4684.3,Stayed,Other,Other
28367-TAM,Female,49,Yes,"Tamil Nadu",9,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",20.05,614.45,10,0,477,1081.84,Stayed,Other,Other
67882-JAM,Female,43,Yes,"Jammu & Kashmir",2,8,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",101.15,842.9,0,0,135,977.94,Churned,Competitor,"Competitor made better offer"
97824-BIH,Female,38,Yes,Bihar,11,15,"Deal 2",Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,No,"One Year",No,"Mailed Check",65,2531.8,0,140,1540,4211.35,Stayed,Other,Other
63437-MAH,Female,34,Yes,Maharashtra,12,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.25,86.05,0,0,105,191.1,Stayed,Other,Other
83900-HAR,Female,55,Yes,Haryana,2,31,None,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,"One Year",Yes,"Credit Card",36.05,402.6,0,100,0,502.6,Stayed,Other,Other
46172-ASS,Male,60,Yes,Assam,1,20,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.1,453.4,0,0,155,608.85,Churned,Competitor,"Competitor made better offer"
52174-UTT,Female,64,No,"Uttar Pradesh",7,5,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.05,326.65,0,0,664,990.81,Stayed,Other,Other
68783-JAM,Female,76,No,"Jammu & Kashmir",6,23,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,No,Yes,"One Year",No,"Bank Withdrawal",105.75,7382.85,0,0,433,7815.95,Stayed,Other,Other
59509-ODI,Male,27,No,Odisha,5,20,None,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",40.4,422.6,0,0,0,422.6,Stayed,Other,Other
43887-MAH,Female,62,Yes,Maharashtra,4,27,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.15,6010.05,0,0,3009,9019.18,Churned,Dissatisfaction,"Service dissatisfaction"
57878-MAH,Female,54,No,Maharashtra,13,33,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",84.8,6046.1,0,0,1637,7683.36,Stayed,Other,Other
18160-KAR,Male,54,No,Karnataka,13,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.85,178.8,0,0,367,545.46,Stayed,Other,Other
49879-UTT,Female,65,No,"Uttar Pradesh",13,32,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.45,314.6,0,0,235,549.56,Stayed,Other,Other
87436-TAM,Female,60,Yes,"Tamil Nadu",4,26,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",88.8,2274.35,0,50,990,3314.69,Churned,Dissatisfaction,"Service dissatisfaction"
78962-TAM,Male,34,Yes,"Tamil Nadu",7,6,"Deal 5",Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,"Mailed Check",55.15,322.9,0,0,42,364.78,Stayed,Other,Other
75305-KAR,Male,57,No,Karnataka,9,28,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",84.8,888.75,0,0,336,1225.02,Stayed,Other,Other
44755-JHA,Female,28,Yes,Jharkhand,9,19,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",80.55,80.55,0,0,44,124.22,Churned,Competitor,"Competitor had better devices"
36995-TAM,Female,36,No,"Tamil Nadu",0,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",20.15,973.35,0,0,138,1111.53,Stayed,Other,Other
48217-KAR,Female,51,Yes,Karnataka,0,8,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",99.5,5424.25,0,0,2309,7733.46,Stayed,Other,Other
56933-MAH,Female,26,No,Maharashtra,6,32,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.85,2331.3,0,0,873,3204.15,Churned,Other,"Don't know"
68194-UTT,Female,60,No,"Uttar Pradesh",0,23,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",45.35,89.5,0,0,51,140.48,Churned,Competitor,"Competitor had better devices"
18228-AND,Female,32,Yes,"Andhra Pradesh",6,21,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",48.55,48.55,0,0,11,59.9,Churned,Attitude,"Attitude of support person"
13542-UTT,Male,71,Yes,"Uttar Pradesh",11,20,None,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.2,6851.65,0,0,1450,8302.09,Churned,Competitor,"Competitor offered more data"
37338-RAJ,Male,48,Yes,Rajasthan,7,9,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",94.7,740.3,0,80,156,976.22,Churned,Competitor,"Competitor offered more data"
46512-ODI,Male,57,No,Odisha,3,21,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",100,3835.55,0,0,674,4509.86,Stayed,Other,Other
29172-BIH,Female,39,Yes,Bihar,15,34,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.1,70.1,0,0,17,87.47,Churned,Competitor,"Competitor had better devices"
52951-RAJ,Female,39,No,Rajasthan,13,25,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",97.9,315.3,0,0,91,405.84,Churned,Price,"Price too high"
29736-WES,Male,53,No,"West Bengal",4,13,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",102.5,6157.6,0,0,1153,7310.8,Stayed,Other,Other
34205-UTT,Male,50,No,"Uttar Pradesh",5,29,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",69.95,330.15,0,0,85,415.55,Churned,Attitude,"Attitude of service provider"
93684-JAM,Male,82,Yes,"Jammu & Kashmir",1,1,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.35,233.7,0,0,28,261.36,Churned,Competitor,"Competitor made better offer"
68632-JAM,Female,44,No,"Jammu & Kashmir",9,21,None,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,No,"One Year",Yes,"Credit Card",66.05,3462.1,45,150,1946,5513.47,Stayed,Other,Other
15714-KAR,Male,38,No,Karnataka,13,24,None,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",61.2,4390.25,0,0,0,4390.25,Stayed,Other,Other
46547-GUJ,Female,65,No,Gujarat,10,15,"Deal 1",Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,"Two Year",No,"Bank Withdrawal",74.4,5360.75,0,140,379,5880.19,Stayed,Other,Other
36829-HAR,Female,66,Yes,Haryana,10,28,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",106.3,4443.45,0,130,428,5001.08,Churned,Price,"Price too high"
29772-PUN,Male,34,Yes,Punjab,0,11,"Deal 2",No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",39.6,2424.5,38,0,0,2386.04,Stayed,Other,Other
69510-JAM,Female,44,No,"Jammu & Kashmir",2,31,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",89.3,577.6,0,0,16,593.2,Churned,Other,"Don't know"
95958-MAH,Male,24,No,Maharashtra,3,9,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",108.9,4854.3,0,0,92,4946.3,Stayed,Other,Other
87675-UTT,Female,49,Yes,"Uttar Pradesh",3,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Mailed Check",19.9,320.45,0,0,41,361.55,Stayed,Other,Other
59068-JAM,Female,32,No,"Jammu & Kashmir",2,34,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",102.1,5885.4,0,100,204,6188.98,Churned,Competitor,"Competitor made better offer"
43027-HAR,Male,57,Yes,Haryana,10,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.6,426.65,0,0,783,1209.57,Stayed,Other,Other
41514-UTT,Female,65,No,"Uttar Pradesh",1,35,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.9,2911.3,0,0,1486,4397.75,Churned,Other,"Don't know"
56595-KAR,Male,57,Yes,Karnataka,10,4,"Deal 4",Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",45.9,521.9,0,0,142,664.35,Stayed,Other,Other
82770-UTT,Female,79,Yes,Uttarakhand,14,9,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",99.9,5706.3,0,0,970,6676.78,Stayed,Other,Other
95165-GUJ,Female,36,Yes,Gujarat,7,9,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.05,471.7,0,0,322,793.45,Stayed,Other,Other
69379-UTT,Female,41,No,"Uttar Pradesh",5,15,"Deal 1",No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",No,"Credit Card",-8,4539.6,0,130,0,4669.6,Stayed,Other,Other
69775-KER,Female,44,Yes,Kerala,13,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.65,830.25,0,0,1041,1871.45,Stayed,Other,Other
51415-WES,Male,45,Yes,"West Bengal",2,21,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.9,3067.2,0,0,888,3954.96,Churned,Attitude,"Attitude of service provider"
63347-TEL,Male,32,Yes,Telangana,13,4,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",86.85,6263.8,0,0,718,6981.61,Stayed,Other,Other
